Unnamed: 0,Loan_Status,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
182,1,1,0,2,1,0,4923,0,166,360,0,1
124,0,0,1,0,1,0,4583,0,84,360,1,0
393,1,1,0,3,0,0,4707,1993,148,360,1,1
225,1,1,1,1,1,0,2882,1843,123,480,1,1
235,1,1,0,0,1,0,2060,2209,134,360,1,1
176,0,1,1,1,1,0,3125,2583,170,360,1,1
537,1,1,1,2,1,0,5780,0,192,360,1,2
305,1,0,0,0,1,0,4160,0,71,360,1,1
499,1,1,1,0,1,0,3887,2669,162,360,1,1
383,1,1,0,0,0,0,2717,0,60,180,1,2
274,1,1,0,0,1,0,4000,2500,140,360,1,0
312,0,1,1,0,0,0,3523,3230,152,360,0,0
367,0,1,1,1,1,0,8300,0,152,300,0,1
321,1,1,1,2,1,0,8333,3167,165,360,1,0
472,1,1,0,0,0,0,6783,0,130,360,1,1
19,1,1,1,0,1,0,2600,3500,115,358,1,2
380,0,0,0,1,0,0,4606,0,81,360,1,0
56,1,1,1,1,1,0,8080,2250,180,360,1,2
390,1,1,1,0,1,0,2213,1125,131,360,1,2
281,1,1,0,0,0,0,2927,2405,111,360,1,1
395,1,1,1,0,1,0,7333,8333,175,300,1,0
471,1,1,0,1,0,0,2679,1302,94,360,1,1
257,1,1,0,0,1,0,3158,3053,89,360,1,0
488,1,1,0,0,1,0,2526,1783,145,360,1,0
192,0,1,1,3,1,0,3430,1250,128,360,0,1
25,1,1,1,0,1,1,9560,0,191,360,1,1
290,1,1,1,3,1,0,4342,189,124,360,1,1
42,1,1,1,0,1,0,3941,2336,134,360,1,1
349,1,1,1,0,1,0,2333,2417,136,360,1,2
523,0,1,1,1,1,0,2787,1917,146,360,0,0
469,1,1,1,0,1,0,3775,0,110,360,1,1
399,0,1,1,2,1,0,3340,1710,150,360,0,0
318,1,1,1,3,1,0,2666,2083,95,360,1,0
154,1,1,1,0,1,0,2439,3333,129,360,1,0
126,0,1,0,0,1,0,14999,0,242,360,0,1
287,1,0,0,1,1,0,3541,0,112,360,1,1
374,1,1,1,0,1,0,3246,1417,138,360,1,1
174,1,1,0,0,1,0,3858,0,76,360,1,1
31,0,1,0,0,1,0,3167,0,74,360,1,2
113,1,0,0,0,1,0,4166,0,44,360,1,1
304,1,1,1,2,1,1,2500,4600,176,360,1,0
173,0,1,1,0,0,0,6033,0,160,360,1,2
362,1,1,0,0,1,0,2500,20000,103,360,1,1
208,1,1,0,0,1,1,6400,0,200,360,1,0
57,1,1,1,2,0,0,3357,2859,144,360,1,2
255,1,0,0,0,1,0,1811,1666,54,360,1,2
24,0,1,1,1,1,0,3717,2925,151,360,0,1
17,0,0,0,0,1,0,3510,0,76,360,0,2
237,1,1,0,0,1,1,5166,0,128,360,1,1
66,1,1,1,2,0,1,1875,1875,97,360,1,1
249,1,1,1,0,1,0,3993,3274,207,360,1,1
528,0,1,1,2,1,1,2726,0,106,360,0,1
265,1,1,1,3,1,0,4416,1250,110,360,1,2
451,1,1,1,0,1,0,20833,6667,480,360,1,2
446,1,0,0,0,1,0,3159,0,100,360,1,1
94,1,1,0,0,1,0,4843,3806,151,360,1,1
180,0,1,0,0,1,1,11000,0,83,360,1,2
234,1,1,1,1,1,0,6083,4250,330,360,1,2
92,1,1,1,0,1,0,1759,3541,131,360,1,1
23,0,1,1,2,0,0,3365,1917,112,360,0,0
277,0,0,0,0,1,0,2400,1863,104,360,0,2
299,1,1,0,0,1,0,2935,0,98,360,1,1
297,1,0,0,0,1,0,2500,0,67,360,1,2
5,1,1,1,2,1,1,5417,4196,267,360,1,2
116,1,0,0,0,1,0,3692,0,93,360,1,0
45,1,1,1,1,1,0,5649,0,44,360,1,2
228,0,0,0,2,1,0,3427,0,138,360,1,2
316,1,1,1,0,1,0,9083,0,228,360,1,1
16,1,1,0,1,0,0,3596,0,100,240,1,2
48,1,0,0,0,1,0,4000,2275,144,360,1,1
422,1,1,1,2,1,1,16525,1014,150,360,1,0
411,1,1,1,0,1,0,3015,2188,153,360,1,0
3,1,1,1,0,0,0,2583,2358,120,360,1,2
272,1,0,0,0,1,0,5000,0,132,360,1,0
244,1,1,1,0,1,0,11146,0,136,360,1,2
60,0,1,1,1,1,0,4945,0,131,360,0,0
196,0,1,1,0,1,0,150,1800,135,360,1,0
529,1,1,1,0,1,0,3000,3416,56,180,1,1
110,0,1,1,0,1,0,5568,2142,175,360,1,0
457,1,1,1,2,1,0,3283,2035,148,360,1,2
301,1,1,1,1,1,1,9833,1833,182,180,1,2
29,1,0,0,2,1,0,3750,2083,120,360,1,1
245,1,1,0,0,1,0,2833,1857,126,360,1,0
222,1,1,1,0,0,0,3406,4417,123,360,1,1
26,1,1,1,0,1,0,2799,2253,122,360,1,1
7,0,1,1,3,1,0,3036,2504,158,360,0,1
181,1,1,1,1,0,0,2600,2500,90,360,1,1
50,1,0,0,0,1,0,3086,0,120,360,1,1
108,1,0,1,0,1,0,3167,2283,154,360,1,1
37,1,1,0,0,1,0,4166,7210,184,360,1,2
157,1,1,1,0,0,0,1820,1769,95,360,1,0
524,0,1,1,1,1,0,4283,3000,172,84,1,0
118,1,1,0,0,1,0,3865,1640,131,360,1,0
412,1,0,0,1,0,0,5191,0,132,360,1,1
114,1,1,1,2,1,0,2957,0,81,360,1,1
298,1,1,0,1,1,0,4384,1793,117,360,1,2
203,1,1,1,0,1,0,7578,1010,175,358,1,1
175,1,1,0,0,1,0,4191,0,120,360,1,0
247,1,1,1,2,1,0,3900,0,90,360,1,1
375,1,1,1,0,1,0,5829,0,138,360,1,0
144,1,1,1,1,1,0,9538,0,187,360,1,2
194,1,1,1,0,1,0,3173,3021,137,360,1,2
426,0,1,1,2,1,0,2947,1603,131,360,1,2
439,1,1,0,0,0,0,3691,0,110,360,1,0
291,1,1,1,2,0,0,3601,1590,131,360,1,0
307,0,0,0,0,1,0,2378,0,46,360,1,0
420,1,0,0,0,1,1,2500,0,93,360,1,2
513,0,1,1,2,0,0,6125,1625,187,480,1,1
141,0,1,1,2,0,0,2281,0,113,360,1,0
421,1,1,0,2,1,0,5532,4648,162,360,1,0
67,1,1,0,0,1,0,3500,0,81,300,1,1
432,1,1,1,1,0,0,1958,2436,131,360,1,0
227,0,1,1,0,0,0,1668,3890,201,360,0,1
168,1,1,1,0,1,0,2383,2138,58,360,0,0
188,1,1,0,0,0,0,3975,2531,55,360,1,0
271,1,1,1,0,0,0,2875,1750,105,360,1,1
434,0,1,1,1,1,0,18333,0,500,360,1,2
268,0,0,0,0,1,0,5000,2541,151,480,1,0
193,1,1,1,1,1,1,7787,0,240,360,1,2
152,1,1,1,0,1,0,3707,3166,182,358,1,0
511,0,1,1,0,1,0,5116,1451,165,360,0,2
355,1,1,1,2,1,0,3100,1400,113,360,1,2
410,1,1,1,3,1,0,7740,0,128,180,1,2
403,1,1,0,0,1,1,7085,0,84,360,1,1
103,1,0,1,0,1,0,2929,2333,139,360,1,1
377,0,1,1,1,1,0,7250,1667,110,358,0,2
74,1,0,0,0,1,0,3846,0,111,360,1,1
353,1,1,1,0,1,0,2583,2115,120,360,1,2
527,1,1,0,0,1,0,4750,0,94,360,1,1
119,0,1,1,0,1,0,6080,2569,182,360,0,0
322,0,1,1,1,1,0,3875,0,67,360,1,2
342,1,1,0,0,1,0,5941,4232,296,360,1,1
408,0,1,1,0,1,0,8334,0,160,360,1,1
460,1,1,1,3,1,0,3466,3428,150,360,1,0
332,1,1,1,1,1,0,6325,0,175,360,1,1
286,1,1,1,0,1,0,2058,2134,88,360,1,2
338,1,1,1,0,1,0,4310,0,130,360,1,1
442,1,1,1,0,1,0,4625,2857,111,12,1,2
341,1,1,1,0,1,0,3333,2500,128,360,1,1
36,1,0,1,0,1,0,3667,1459,144,360,1,1
139,1,1,1,0,1,1,2577,3750,152,360,1,0
253,1,1,1,0,1,0,3927,800,112,360,1,1
325,1,1,1,2,1,0,5000,3667,236,360,1,1
59,1,1,1,3,1,0,3029,0,99,360,1,2
111,1,0,0,0,1,0,10408,0,259,360,1,2
302,1,1,1,0,1,1,5503,4490,70,358,1,1
462,0,1,1,0,0,0,3074,1800,123,360,0,1
262,0,1,1,2,1,0,4400,0,127,360,0,1
415,1,1,1,0,1,0,16692,0,110,360,1,1
150,1,1,1,2,1,0,4167,1447,158,360,1,0
266,1,1,1,1,1,0,6875,0,200,360,1,1
440,0,1,1,0,1,0,3597,2157,119,360,0,0
38,1,1,0,0,0,0,3748,1668,110,360,1,1
360,0,0,0,0,1,0,1500,1800,103,360,0,1
198,0,1,1,2,1,0,5000,0,72,360,0,1
296,0,0,1,0,1,0,4333,2451,110,360,1,2
146,1,1,1,0,1,0,4583,5625,255,360,1,1
452,0,1,0,0,1,0,3583,0,96,360,1,2
147,1,1,1,0,0,0,1863,1041,98,360,1,1
400,0,1,1,2,0,0,2309,1255,125,360,0,0
424,0,1,1,2,1,0,2873,1872,132,360,0,1
123,0,1,1,3,1,0,4000,7750,290,360,1,1
425,1,1,1,1,1,1,16667,2250,86,360,1,1
96,1,1,1,0,1,0,4652,3583,131,360,1,1
143,1,1,1,1,1,0,6000,0,160,360,0,0
239,1,1,1,2,1,0,4708,1387,150,360,1,1
525,1,1,1,0,1,0,2297,1522,104,360,1,2
97,1,1,1,1,1,0,3052,1030,100,360,1,2
467,1,1,1,3,1,1,5677,1424,100,360,1,0
293,1,1,1,3,1,0,15000,0,300,360,1,0
404,1,1,1,2,1,0,3859,0,96,360,1,1
122,1,1,0,0,1,0,4895,0,102,360,1,1
183,0,1,1,3,0,0,3992,0,131,180,1,2
202,1,1,0,0,1,0,2971,2791,144,360,1,1
246,1,1,1,0,1,0,2620,2223,150,360,1,1
470,1,1,1,1,0,0,5285,1430,161,360,0,1
340,1,1,1,2,1,0,5391,0,130,360,1,2
405,1,1,1,0,1,0,4301,0,118,360,1,2
441,1,1,1,0,0,0,2600,1700,107,360,1,0
456,1,1,1,1,1,0,6065,2004,250,360,1,1
324,0,0,0,1,1,0,4723,0,81,360,1,1
125,1,1,1,2,1,1,3316,3500,88,360,1,2
346,1,1,0,1,1,0,3667,0,113,180,1,2
223,1,1,1,2,1,0,9703,0,112,360,1,2
483,0,0,0,0,1,0,2138,0,99,360,0,1
219,1,1,1,2,1,0,5819,5000,120,360,1,0
129,1,1,0,0,1,0,5417,0,168,360,1,2
485,1,1,1,1,0,0,2239,2524,128,360,1,2
329,0,1,0,0,0,0,6216,0,133,360,1,0
376,1,1,1,0,1,0,1820,1719,100,360,1,2
436,0,1,0,0,1,0,2435,0,75,360,1,2
331,0,1,0,0,1,0,5124,0,124,358,0,0
496,1,1,1,1,1,0,5468,1032,26,360,1,1
336,1,1,1,0,1,0,4817,923,120,180,1,2
294,1,1,0,0,1,0,4917,0,130,360,0,0
423,1,1,1,2,1,0,6700,1750,230,300,1,1
514,0,1,1,3,1,0,6406,0,150,360,1,1
348,0,1,1,0,0,0,3010,3136,131,360,0,2
112,1,1,1,0,1,0,5667,2667,180,360,1,0
179,1,0,1,0,1,0,3416,2816,113,360,1,1
352,1,1,1,3,1,0,9504,0,275,360,1,0
388,1,1,0,0,1,0,3750,0,100,360,1,2
431,1,1,1,2,1,0,8333,0,246,360,1,1
314,1,1,1,0,1,0,6333,4583,259,360,1,1
151,1,1,1,0,1,0,9323,0,75,180,1,2
414,1,1,0,0,1,0,6000,0,140,360,1,0
233,0,1,1,3,0,0,4931,0,128,360,1,1
306,0,1,1,3,0,0,2647,1587,173,360,1,0
356,1,1,1,2,1,0,3276,484,135,360,1,1
164,0,1,0,0,1,0,1916,5063,67,360,0,0
317,0,1,0,0,1,0,8750,4167,308,360,1,0
136,0,0,0,0,1,0,10000,1666,225,360,1,0
197,1,1,1,0,1,0,3727,1775,131,360,1,1
258,1,1,1,0,1,0,3704,2000,120,360,1,0
232,0,1,1,0,1,0,14683,2100,304,360,1,0
115,1,1,1,0,0,0,4300,2014,194,360,1,0
120,1,1,0,0,1,0,2014,1929,74,360,1,2
477,1,1,0,0,0,0,2550,2042,126,360,1,0
224,1,1,1,1,0,0,6608,0,137,180,1,2
463,0,1,0,0,1,0,4683,1915,185,360,1,1
501,1,1,1,2,0,0,3675,242,108,360,1,1
347,1,1,0,0,0,0,2346,1600,132,360,1,1
127,0,1,1,2,0,0,4200,1430,129,360,1,0
540,1,1,0,0,1,0,3676,4301,172,360,1,0
285,1,1,1,2,1,0,3717,0,120,360,1,1
500,1,0,1,0,1,0,4180,2306,182,360,1,1
519,1,1,0,0,1,0,3182,2917,161,360,1,2
107,1,1,1,1,1,0,14583,0,185,180,1,0
495,0,1,1,0,1,0,3593,4266,132,180,0,0
373,1,1,1,0,1,0,1025,2773,112,360,1,0
133,1,0,1,0,1,0,2330,4486,100,360,1,1
433,0,1,0,2,1,0,3547,0,80,360,0,0
44,1,0,0,0,1,0,3410,0,88,358,1,2
169,1,1,1,0,1,1,674,5296,168,360,1,0
65,1,1,1,0,1,0,3208,3066,172,360,1,2
283,0,1,1,0,1,0,2473,1843,159,360,1,0
85,1,1,1,2,1,0,6250,5654,188,180,1,1
242,1,0,0,1,1,0,2876,1560,90,360,1,2
186,1,0,0,0,0,0,4408,0,120,360,1,1
497,1,0,0,0,1,0,2667,1625,84,360,1,2
159,0,1,1,0,0,1,4344,736,87,360,1,1
12,1,1,1,2,1,0,3073,8106,200,360,1,2
35,0,1,1,0,1,0,1828,1330,100,358,0,2
28,0,1,0,0,0,0,1442,0,35,360,1,2
170,1,1,1,0,1,0,9328,0,188,180,1,0
142,1,1,0,0,1,0,3254,0,50,360,1,2
526,1,0,0,0,0,0,2165,0,70,360,1,1
548,1,1,1,1,1,0,8072,240,253,360,1,2
221,1,1,1,2,1,1,6250,1300,108,360,1,0
486,1,0,1,0,0,0,3017,663,102,360,1,1
95,1,1,1,0,1,0,13650,0,131,360,1,2
51,0,0,0,0,1,0,4230,0,112,360,1,1
240,1,1,1,3,1,0,4333,1811,160,360,0,2
429,1,1,1,0,1,0,2083,3150,128,360,1,1
351,1,1,0,3,1,0,9167,0,185,360,1,0
438,1,1,1,1,0,0,5333,1131,186,360,1,2
178,1,0,0,0,0,0,1907,2365,120,358,1,2
450,1,1,1,2,1,0,3510,4416,243,360,1,0
41,1,1,1,0,1,0,2400,0,75,360,1,2
503,1,1,0,0,0,1,5800,0,132,360,1,1
447,1,1,1,2,1,0,4865,5624,208,360,1,1
206,0,1,1,0,0,1,4735,0,138,360,1,2
392,1,1,1,0,1,0,7901,1833,180,360,1,0
282,1,0,0,0,1,0,2507,0,56,360,1,0
358,1,1,1,0,1,0,3033,1459,95,360,1,2
397,1,1,1,2,0,0,4652,0,110,360,1,0
254,1,1,1,2,1,0,2301,985,78,180,1,2
479,1,1,0,2,1,0,3617,0,107,360,1,1
4,1,1,0,0,1,0,6000,0,141,360,1,2
256,0,1,1,0,1,0,20667,0,131,360,1,0
515,1,1,1,2,1,0,3159,461,108,84,1,2
100,0,1,1,2,1,0,3800,3600,216,360,0,2
226,1,1,1,0,1,0,1809,1868,90,360,1,2
492,1,1,1,1,0,0,2492,2375,131,360,1,0
213,1,1,1,1,1,0,3155,1779,140,360,1,1
487,1,1,1,0,1,0,2768,1950,155,360,1,0
171,1,1,0,0,0,0,4885,0,48,360,1,0
98,1,1,1,2,1,0,11417,1126,225,360,1,2
292,1,0,0,0,1,0,3166,2985,132,360,1,0
215,0,1,1,0,1,0,5746,0,255,360,1,2
61,0,0,0,0,1,0,4166,0,116,360,0,1
406,0,1,1,0,1,0,3708,2569,173,360,1,2
47,0,0,1,0,1,0,2645,3440,120,360,0,2
32,0,1,0,1,1,1,4692,0,106,360,1,0
417,0,1,1,0,1,0,4333,2451,110,360,1,2
267,1,0,1,1,1,0,4666,0,135,360,1,2
327,1,1,1,0,1,0,3013,3033,95,300,1,2
200,0,1,1,0,1,0,2221,0,60,360,0,2
134,1,0,1,2,1,0,14866,0,70,360,1,2
27,1,1,1,2,0,0,4226,1040,110,360,1,2
449,1,1,1,0,0,0,3814,1483,124,300,1,1
230,0,1,0,0,0,0,6045,0,115,360,0,0
260,1,1,0,0,1,0,9508,0,187,360,1,0
378,1,1,1,0,1,0,14880,0,96,360,1,1
288,0,1,1,1,1,1,10000,0,155,360,1,0
418,1,1,1,1,1,1,3450,2079,162,360,1,1
162,1,1,1,1,1,0,3750,0,116,360,1,1
391,1,1,0,0,1,0,3660,5064,187,360,1,1
490,1,1,1,0,1,0,2785,2016,110,360,1,0
138,0,1,0,0,1,0,6277,0,118,360,0,0
62,0,1,1,0,1,0,5726,4595,258,360,1,1
135,1,1,1,1,1,0,1538,1425,30,360,1,2
128,0,1,1,2,1,0,5042,2083,185,360,1,0
533,1,1,0,0,0,0,3833,0,110,360,1,0
8,1,1,1,2,1,0,4006,1526,168,360,1,2
326,1,1,1,0,1,0,4750,2333,130,360,1,2
344,1,1,0,0,1,1,7167,0,128,360,1,2
64,0,0,0,0,1,0,4300,0,136,360,0,1
300,1,1,0,0,1,0,2833,0,71,360,1,2
14,1,1,1,2,1,0,1299,1086,17,120,1,2
156,1,1,1,2,1,0,8000,0,200,360,1,1
40,1,1,0,0,1,0,1800,1213,47,360,1,2
379,1,1,1,0,1,0,2666,4300,121,360,1,0
187,1,0,0,0,1,0,3244,0,80,360,1,2
464,0,0,0,0,0,0,3400,0,95,360,1,0
216,1,0,0,0,1,1,3463,0,122,360,1,2
409,1,1,1,0,1,1,2083,4083,160,360,1,1
279,1,1,1,2,0,0,7667,0,185,360,1,0
502,1,1,1,0,1,0,5923,2054,211,360,1,0
498,1,1,1,3,1,1,10139,0,260,360,1,1
337,1,1,1,3,1,0,8750,4996,130,360,1,0
236,1,0,0,0,1,0,7200,0,120,360,1,0
207,1,1,1,2,1,0,6250,1695,210,360,1,1
212,1,0,0,0,1,0,8333,0,280,360,1,1
295,1,1,1,0,1,1,5818,2160,184,360,1,1
518,1,1,1,1,1,0,1782,2232,107,360,1,0
251,1,1,1,0,1,0,14583,0,436,360,1,1
541,1,0,1,1,1,0,12000,0,496,360,1,1
461,1,0,1,2,1,0,2031,1632,113,480,1,1
455,0,1,0,0,0,0,3598,1287,100,360,1,0
547,1,1,1,3,1,0,4106,0,40,180,1,0
303,1,1,1,1,1,0,5250,688,160,360,1,0
350,1,1,1,0,1,0,5488,0,125,360,1,0
269,0,1,1,1,1,0,2014,2925,113,360,1,2
445,1,0,0,0,1,0,645,3683,113,480,1,0
201,1,1,1,2,1,0,4009,1717,116,360,1,1
161,1,1,1,2,1,0,2045,1619,101,360,1,0
43,1,1,1,0,0,1,4695,0,96,358,1,2
217,1,0,0,1,1,0,3812,0,112,360,1,0
401,0,1,1,0,1,0,3948,1733,149,360,0,0
190,0,1,0,0,1,0,3418,0,127,360,1,1
476,0,1,0,1,1,0,11250,0,196,360,0,1
309,1,1,1,3,0,0,3173,0,74,360,1,1
259,1,0,0,0,1,0,4124,0,115,360,1,1
105,1,0,0,1,1,1,7451,0,131,360,1,1
53,1,1,1,2,1,0,2708,1167,97,360,1,1
389,1,1,0,0,1,0,1926,1851,50,360,1,1
1,0,1,1,1,1,0,4583,1508,128,360,1,0
520,1,1,1,2,1,0,6540,0,205,360,1,1
359,1,1,0,0,0,0,3902,1666,109,360,1,0
49,1,0,1,0,0,0,1928,1644,100,360,1,1
419,1,1,1,3,1,0,4691,0,100,360,1,1
80,1,1,1,2,0,0,3333,2000,99,360,1,1
205,0,1,1,0,1,0,3250,0,170,360,1,0
34,1,1,1,0,1,0,2275,2067,131,360,1,2
430,1,1,1,0,1,0,10833,0,234,360,1,1
263,1,1,1,2,1,0,3153,1560,134,360,1,2
427,1,0,0,0,0,0,4350,0,154,360,1,0
454,1,0,0,1,1,0,13262,0,40,360,1,2
443,1,1,1,1,1,1,2895,0,95,360,1,1
366,1,0,0,0,0,0,2213,0,66,360,1,0
91,1,1,1,0,0,0,4188,0,115,180,1,1
339,0,1,0,0,1,0,3069,0,71,480,1,2
530,0,1,1,2,1,1,6000,0,205,240,1,1
52,0,1,1,2,1,0,4616,0,134,360,1,2
345,0,1,1,2,1,0,4566,0,100,360,1,2
264,1,1,1,0,1,0,2383,3334,172,360,1,1
505,1,1,1,0,0,0,4467,0,120,360,0,0
241,0,0,0,0,1,0,3418,0,135,360,1,0
13,0,1,0,0,1,0,1853,2840,114,360,1,0
315,1,1,1,0,1,0,2625,6250,187,360,1,0
88,0,1,0,0,1,0,6782,0,131,360,1,2
387,1,1,1,0,1,0,2425,2340,143,360,1,1
273,1,1,1,1,1,0,1625,1803,96,360,1,2
166,0,1,1,1,1,0,33846,0,260,360,1,1
544,1,1,1,2,0,0,3987,1411,157,360,1,0
484,1,0,0,1,1,0,3652,0,95,360,1,1
535,0,1,0,0,1,0,2987,0,88,360,0,1
504,0,1,1,2,1,0,8799,0,258,360,0,2
243,1,0,0,0,1,0,3237,0,30,360,1,2
189,1,1,0,0,1,0,2479,0,59,360,1,2
475,0,1,0,2,1,0,3588,0,110,360,0,0
510,1,1,1,1,1,0,3417,1750,186,360,1,2
58,1,1,1,0,1,0,2500,3796,120,360,1,2
474,1,1,1,3,1,0,4281,0,100,360,1,2
252,1,0,1,0,0,0,4100,0,124,360,1,0
21,1,1,1,1,1,0,5955,5625,315,360,1,2
313,1,1,1,2,0,0,3083,2168,126,360,1,2
459,0,1,0,0,1,0,5815,3666,311,360,1,0
160,1,1,1,0,1,0,3497,1964,116,360,1,0
276,1,0,0,0,1,0,3762,1666,135,360,1,0
191,0,0,0,0,1,0,10000,0,214,360,1,1
385,0,1,0,0,1,0,6500,0,105,360,0,0
413,0,1,0,0,1,0,4166,0,98,360,0,1
491,0,1,1,2,1,1,6633,0,131,360,0,0
343,1,0,0,0,1,0,6000,0,156,360,1,2
308,1,1,1,1,0,0,4554,1229,158,360,1,2
130,1,1,0,0,1,1,6950,0,175,180,1,1
99,0,1,0,0,0,0,7333,0,120,360,1,0
372,0,0,0,1,1,0,2600,0,160,360,1,2
87,1,1,0,0,1,0,4133,0,122,360,1,1
458,0,1,1,0,1,0,2130,6666,70,180,1,1
330,0,1,0,0,1,0,2500,0,96,480,1,1
214,1,1,1,1,1,0,5500,1260,170,360,1,0
466,1,1,0,0,1,0,2500,0,55,360,1,1
121,1,1,0,0,1,0,2718,0,70,360,1,1
20,0,1,1,0,0,0,7660,0,104,360,0,2
71,0,1,0,0,1,0,3750,4750,176,360,1,2
106,1,1,0,0,1,0,5050,0,118,360,1,1
270,0,1,1,0,0,0,1800,2934,93,360,0,2
435,1,1,1,2,1,1,4583,2083,160,360,1,1
102,1,1,0,0,1,0,5316,0,136,360,1,2
